"facltNm","contentId","manageSttus","induty","lctCl","doNm","sigunguNm","operPdCl","sbrsCl","facltDivNm","siteBottomCl1","siteBottomCl2","siteBottomCl3","siteBottomCl4","siteBottomCl5","roomCount"
"몽리치","100166","운영","일반야영장,글램핑","산","경기도","가평군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설","민간","0","6","0","0","0","11"
"스테이 272","100167","운영","일반야영장","산","경기도","이천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,운동시설","민간","0","0","0","10","0","15"
"솔부엉이 캠핑장","100168","운영","자동차야영장","숲","충청북도","음성군","봄,여름,가을","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","민간","0","35","0","0","0","35"
"영흥소장골야영장","100169","운영","일반야영장","","인천시","옹진군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"사발소캠핑장","100170","운영","일반야영장","계곡","강원도","횡성군","봄,여름,가을","전기,무선인터넷,장작판매,온수,운동시설","민간","0","10","0","0","0","10"
"영흥도십리포캠핑장","100171","운영","일반야영장,자동차야영장","","인천시","옹진군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,운동시설","민간","0","7","9","0","0","16"
"하비비캠핑장","100172","운영","일반야영장","호수","충청북도","충주시","봄,여름,가을,겨울","전기,장작판매,놀이터,운동시설","민간","0","16","0","0","0","16"
"스테리움 제천","100173","운영","일반야영장,자동차야영장,카라반,글램핑","산","충청북도","제천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수","민간","0","0","0","0","0","36"
"봄봄캠핑","100174","운영","일반야영장","계곡","강원도","춘천시","봄,여름,가을,겨울","전기,장작판매,온수,운동시설","민간","0","12","0","0","0","12"
"산속에 관광농원","100175","운영","일반야영장","산","경기도","동두천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,운동시설","민간","0","17","10","0","0","51"
"화양숲노리캠핑장","100176","운영","자동차야영장","산","충청북도","괴산군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","민간","0","29","0","0","0","29"
"양양고인돌캠프","100177","운영","일반야영장","계곡","강원도","양양군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,운동시설","민간","0","21","19","0","0","40"
"정선 도원펜션&캠핑장","100178","운영","일반야영장","산","강원도","정선군","봄,여름,가을,겨울","전기,무선인터넷,물놀이장","민간","0","0","1","0","0","1"
"영월가자 펜션&캠핑장","100179","운영","일반야영장,자동차야영장,카라반","산,숲,계곡,강","강원도","영월군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터","민간","0","13","4","0","0","20"
"캠프여주","100181","운영","일반야영장","산","경기도","여주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,마트.편의점","민간","0","21","0","35","0","56"
"솔가람 캠핑장","100182","운영","일반야영장","계곡","경상북도","성주군","봄,여름,가을,겨울","산책로","민간","0","0","0","0","0","0"
"라이프위드도그","100183","운영","일반야영장","산,숲","강원도","인제군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,놀이터,산책로,운동시설","지자체","0","0","38","0","0","38"
"메기의 추억","100184","운영","일반야영장,카라반,글램핑","계곡","경기도","가평군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,운동시설","민간","0","6","0","0","0","15"
"아름다운 농원","100185","운영","일반야영장","강","경기도","포천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"(가)꽃향기","100186","운영","일반야영장","","충청남도","부여군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"자연과힐링","100187","운영","카라반","산","강원도","횡성군","봄,여름,가을,겨울","전기,무선인터넷,물놀이장,운동시설","민간","0","0","0","0","0","5"
"황우거주식회사","100188","운영","일반야영장","","강원도","횡성군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"카캠 그라운드","100189","운영","일반야영장","산","경기도","가평군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설","민간","0","8","0","0","0","8"
"솔잎향캠핑파크","100190","운영","일반야영장","산","경기도","시흥시","봄,여름,가을,겨울","전기,장작판매,온수","민간","0","0","0","0","0","17"
"화순돔아일랜드","100191","운영","글램핑","강","전라남도","화순군","봄,여름,가을,겨울","전기,온수,놀이터","민간","0","0","0","0","0","7"
"라라캠핑장","100192","운영","일반야영장","산,숲,계곡","경상남도","양산시","봄,여름,가을,겨울","전기,무선인터넷,놀이터,운동시설","민간","0","0","0","0","45","45"
"선장포협동조합","100193","운영","자동차야영장","강","충청남도","아산시","봄,여름,가을,겨울","전기,온수,놀이터,운동장,운동시설,마트.편의점","민간","25","0","0","0","0","25"
"더존 관광농원","100194","운영","카라반,글램핑","산","경기도","포천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설,마트.편의점","민간","0","0","0","0","0","30"
"물바람캠핑장","100195","운영","일반야영장","","전라북도","완주군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"을왕리 솔트 캠핑장","100196","운영","자동차야영장","해변","인천시","중구","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수","민간","0","30","0","0","0","30"
"(주)백동소풍가는길","100197","운영","일반야영장","","경상남도","양산시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"오아시스정글","100198","운영","일반야영장,자동차야영장","산","강원도","인제군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,운동시설","민간","0","45","0","7","0","52"
"사노리숲캠핑장","100199","운영","일반야영장","","경기도","구리시","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"별밤 글램핑","100200","운영","일반야영장","","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"글램인스타","100201","운영","글램핑","산","강원도","정선군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설","민간","0","0","0","0","0","23"
"가평조이글램핑","100202","운영","일반야영장,글램핑","","경기도","가평군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수","민간","0","0","0","0","0","32"
"둥그레휴양마을","100203","운영","자동차야영장,카라반,글램핑","숲","충청북도","보은군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","민간","0","8","0","0","0","18"
"캠프 고토일","100204","운영","일반야영장","","강원도","평창군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"마을야영장, 침산추월","100205","운영","자동차야영장","도심","세종시","세종시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,놀이터,운동장,운동시설","민간","0","0","8","0","0","8"
"경상북도교육청김천오토캠핑장	","100206","운영","자동차야영장","산","경상북도","김천시","봄,여름,가을,겨울","전기,무선인터넷,온수,마트.편의점","지자체","0","0","0","0","0","15"
"호두마루글램핑","100207","운영","자동차야영장,글램핑","해변","경상남도","사천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터","민간","0","0","1","0","0","5"
"차밍캠핑","100208","운영","일반야영장,카라반","강","강원도","원주시","봄,여름,가을,겨울","전기,무선인터넷","민간","0","0","0","0","0","24"
"관광농원금산만악리수목원오토캠핑장","100209","운영","일반야영장,카라반","숲","충청남도","금산군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,마트.편의점","민간","0","25","0","0","0","35"
"그린앤블루","100210","운영","자동차야영장","산","경상남도","밀양시","봄,여름,가을,겨울","전기,온수,물놀이장","민간","0","13","0","0","0","13"
"카라반파크 아마존","100211","운영","카라반","숲","전라북도","완주군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트.편의점","민간","0","25","25","0","0","25"
"밀양 도깨비방망이 캠핑장","100212","운영","일반야영장","숲","경상남도","밀양시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,산책로,운동시설","민간","0","42","0","0","0","42"
"명덕농원","100213","운영","일반야영장,글램핑","산","경기도","포천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수","민간","0","0","0","0","0","43"
"종이섬 야영장","100214","운영","자동차야영장","섬","경상남도","통영시","봄,여름,가을,겨울","전기,온수,산책로","민간","12","0","0","0","0","12"
"교육가족체험장","100215","운영","일반야영장,카라반","숲","충청남도","부여군","봄,여름,가을,겨울","전기,온수,산책로","지자체","0","0","11","0","0","15"
"장흥군 수문랜드 블루투어","100216","운영","일반야영장","","전라남도","장흥군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"김천실내테니스장 & 김천오토캠핑장","100217","운영","자동차야영장","숲","경상북도","김천시","봄,여름,가을,겨울","전기,장작판매,놀이터,운동시설","민간","0","25","5","0","0","30"
"김천맑은계곡 오토캠핑장","100218","운영","일반야영장","숲","경상북도","김천시","봄,여름,가을,겨울","장작판매,온수,트렘폴린,놀이터,운동시설,마트.편의점","민간","0","12","0","0","0","23"
"우니메이카 당진점","100219","운영","일반야영장","숲","충청남도","당진시","봄,여름,가을,겨울","전기,장작판매,온수,놀이터,운동시설","민간","0","9","0","0","0","0"
"호미곶 고래마을 캠핑장","100220","운영","카라반","해변","경상북도","포항시","봄,여름,가을,겨울","전기,놀이터,운동시설","민간","0","0","0","0","0","6"
